kepid,kepoi_name,ra,dec,koi_period,koi_prad,koi_disposition_pred
10656842,K05816.01,288.13202,47.995541,82.508054,14.04,FALSE POSITIVE
10658177,K05817.01,288.72644,47.906872,113.083522,1.59,CONFIRMED
10663976,K05819.01,291.21762,47.95216,381.37504,1.24,FALSE POSITIVE
7950158,K05451.01,288.03607,43.796139,529.39169,4.4,FALSE POSITIVE
8841297,K05577.01,299.07831,45.05481,495.51899,2.94,FALSE POSITIVE
8868481,K05578.01,284.31519,45.132259,388.048463,3.0,FALSE POSITIVE
8888745,K05579.01,293.01563,45.16674,34.0269868,1.57,FALSE POSITIVE
8890417,K05580.01,293.61044,45.160938,173.219879,2.41,FALSE POSITIVE
9659022,K05702.01,295.69479,46.319328,511.882,2.56,FALSE POSITIVE
9674789,K05704.01,300.47403,46.332039,96.16705,1.15,FALSE POSITIVE
9723746,K05707.01,296.94031,46.494099,208.800733,2.88,FALSE POSITIVE
10678912,K05821.01,296.75278,47.973282,113.71363032,nan,FALSE POSITIVE
10685764,K05822.01,298.74216,47.945278,17.634272,1.69,FALSE POSITIVE
10737437,K05825.01,294.28503,48.059448,208.047137,2.05,FALSE POSITIVE
10747162,K05826.01,297.39093,48.03928,30.561533,1.53,FALSE POSITIVE
7979297,K05455.01,297.75494,43.789261,292.09809,2.09,FALSE POSITIVE
8005002,K05457.01,280.34219,43.83334,578.21623,3.54,FALSE POSITIVE
8007174,K05458.01,281.8277,43.808689,56.648588,2.19,CONFIRMED
8009811,K05459.01,283.37384,43.801361,53.554546,3.1,CONFIRMED
8016650,K05461.01,286.92426,43.82943,119.079642,17.89,FALSE POSITIVE
8915379,K05583.01,300.9559,45.11108,20.5858591,1.31,FALSE POSITIVE
8937555,K05585.01,285.09998,45.23811,113.573945,3.45,FALSE POSITIVE
8946267,K05588.01,289.3334,45.242641,542.91133,2.27,FALSE POSITIVE
9776907,K05712.01,294.40469,46.56572,287.75613,3.4,FALSE POSITIVE
9832379,K05715.01,292.38818,46.615101,189.961729,1.93,FALSE POSITIVE
10865043,K05836.01,293.45459,48.227852,202.18722766,nan,FALSE POSITIVE
10878117,K05837.01,297.9147,48.224411,280.92070688,nan,FALSE POSITIVE
10879899,K05839.01,298.47745,48.222031,169.415073,2.32,FALSE POSITIVE
10933306,K05842.01,297.19424,48.322891,57.7749373,1.85,CONFIRMED
8040308,K05467.01,295.65958,43.85825,502.8356901,nan,FALSE POSITIVE
8040457,K05468.01,295.70108,43.825218,81.704814,1.65,FALSE POSITIVE
8044083,K05470.01,296.76855,43.862,578.21805,2.44,FALSE POSITIVE
8959240,K05591.01,294.09128,45.21767,317.009388,4.03,FALSE POSITIVE
8971044,K05592.01,297.48312,45.291142,482.51701,2.3,FALSE POSITIVE
9011877,K05597.01,287.82678,45.331322,7.77710639,0.73,CONFIRMED
9838582,K05718.01,294.87628,46.607254,233.64574,5.2,FALSE POSITIVE
9839030,K05719.01,295.05518,46.66975,27.285315,2.19,FALSE POSITIVE
7018210,K05344.01,286.35242,42.58577,445.351255,3.66,FALSE POSITIVE
8076215,K05472.01,281.95456,43.98061,97.5137491,5.27,FALSE POSITIVE
8094942,K05473.01,290.84729,43.962742,549.42772,2.64,FALSE POSITIVE
8099517,K05474.01,292.50958,43.957169,284.666844,8.98,FALSE POSITIVE
8105719,K05476.01,294.60629,43.937141,148.179343,2.52,FALSE POSITIVE
9012244,K05598.01,287.99823,45.396439,376.934014,2.13,FALSE POSITIVE
9018021,K05600.01,290.39032,45.389992,17.168095,4.81,FALSE POSITIVE
9026007,K05602.01,293.29337,45.342541,403.163148,2.49,CONFIRMED
9026248,K05603.01,293.37994,45.31385,341.557931,6.81,FALSE POSITIVE
9044060,K05604.01,298.28308,45.373589,476.91977,2.49,FALSE POSITIVE
9047416,K05605.01,299.19171,45.34354,9.011888,7.04,FALSE POSITIVE
9851638,K05725.01,298.9433,46.679771,351.25069,2.23,FALSE POSITIVE
9881660,K05727.01,287.36737,46.76865,65.3558881,2.61,CONFIRMED
9910043,K05732.01,298.5697,46.753971,39.399926,1.52,FALSE POSITIVE
7101726,K05352.01,286.19986,42.61301,270.1430241,nan,FALSE POSITIVE
7125794,K05358.01,294.15234,42.61898,126.586058,1.54,FALSE POSITIVE
7130612,K05359.01,295.41357,42.663071,2.7200197,1.53,FALSE POSITIVE
8125917,K05479.01,299.98801,43.917721,18.347081,5.65,FALSE POSITIVE
8129333,K05480.01,300.87204,43.973541,57.140035,5.78,FALSE POSITIVE
8158429,K05482.01,289.2291,44.09166,31.707574649,2.96,FALSE POSITIVE
8197176,K05485.01,300.88522,44.081329,9.3589254,17.37,FALSE POSITIVE
8197406,K05486.01,300.94186,44.023651,4.15472242,23.47,FALSE POSITIVE
9073549,K05608.01,284.32489,45.482319,87.565484,2.12,FALSE POSITIVE
9079671,K05609.01,287.76385,45.482159,535.1515,2.7,FALSE POSITIVE
9079767,K05610.01,287.81815,45.404732,495.40462,152.21,FALSE POSITIVE
9087853,K05612.01,291.46518,45.47007,353.65927,2.58,FALSE POSITIVE
9097470,K05613.01,294.82776,45.469952,346.4174,2.41,FALSE POSITIVE
9935983,K05736.01,283.67346,46.82272,161.651504,2.22,FALSE POSITIVE
9941136,K05737.01,286.63068,46.843369,376.24253,1.32,FALSE POSITIVE
9942658,K05740.01,287.57361,46.822159,21.7997515,1.01,FALSE POSITIVE
7132462,K05360.01,295.8591,42.642189,54.595746,2.0,FALSE POSITIVE
7186436,K05365.01,287.01953,42.751282,585.64118,2.2,FALSE POSITIVE
7191523,K05367.01,289.03937,42.701439,502.98283916,nan,FALSE POSITIVE
8223445,K05487.01,287.91861,44.1213,48.8130123,2.95,FALSE POSITIVE
9114614,K05616.01,299.56708,45.47356,441.61919,1.71,FALSE POSITIVE
9116510,K05618.01,300.08292,45.411072,318.49078,3.01,FALSE POSITIVE
9953491,K05741.01,292.75555,46.81184,362.0619,2.12,FALSE POSITIVE
9962595,K05745.01,296.32794,46.83963,11.374442708,22.86,FALSE POSITIVE
9968924,K05747.01,298.27487,46.837372,411.447056,2.86,FALSE POSITIVE
9993683,K05748.01,282.50021,46.918571,29.9371143,1.19,CONFIRMED
7198587,K05369.01,291.26584,42.739491,651.358046,14.58,FALSE POSITIVE
7204233,K05371.01,293.00269,42.708851,33.3037881,1.14,FALSE POSITIVE
7205717,K05372.01,293.44861,42.744911,212.60398,1.64,FALSE POSITIVE
7206422,K05373.01,293.64182,42.736019,50.550788,5.0,FALSE POSITIVE
7213311,K05375.01,295.51764,42.758942,285.374561,5.94,FALSE POSITIVE
8279146,K05497.01,282.24631,44.28228,93.359737,1.05,FALSE POSITIVE
8294683,K05499.01,290.01547,44.205582,122.58481,1.19,FALSE POSITIVE
8295087,K05500.01,290.15518,44.254017,84.934357,1.6,FALSE POSITIVE
8307489,K05502.01,294.61761,44.216881,421.98194,2.02,FALSE POSITIVE
9147012,K05625.01,288.42819,45.566269,116.454312,3.33,CONFIRMED
9147029,K05626.01,288.43582,45.519852,397.499229,6.57,FALSE POSITIVE
9157030,K05628.01,292.81415,45.546501,24.9093027,1.32,CONFIRMED
9157523,K05629.01,293.01486,45.577831,192.138741,1.93,FALSE POSITIVE
9994381,K05749.01,282.93451,46.994869,281.95332,2.31,FALSE POSITIVE
10007916,K05755.01,290.23773,46.980042,388.67155,1.49,FALSE POSITIVE
7282470,K05379.01,291.9227,42.892921,520.655224,7.58,FALSE POSITIVE
7289139,K05380.01,293.96146,42.806419,369.93355,3.24,FALSE POSITIVE
8352009,K05506.01,285.79572,44.35051,641.60204,1.61,FALSE POSITIVE
8378278,K05509.01,296.18494,44.342991,28.406342,1.41,FALSE POSITIVE
9166700,K05632.01,296.33813,45.545109,264.466625,2.61,CONFIRMED
9173014,K05633.01,298.11365,45.563419,151.77884,4.35,FALSE POSITIVE
9178894,K05635.01,299.74387,45.586361,113.993156,2.23,FALSE POSITIVE
10027861,K05758.01,297.66437,46.94482,102.493119,2.7,FALSE POSITIVE
10064591,K05759.01,287.09412,47.075359,284.94212784,nan,FALSE POSITIVE
10083325,K05761.01,294.9733,47.015369,6.13292733,1.56,CONFIRMED
10090854,K05762.01,297.39322,47.011459,12.63063129,1.37,CONFIRMED
10098540,K05764.01,299.58463,47.000771,286.02266,2.03,FALSE POSITIVE
7377343,K05384.01,295.90891,42.988209,7.95445779,9.5,CONFIRMED
7383840,K05385.01,297.39856,42.991539,331.70918,6815.75,FALSE POSITIVE
7416016,K05387.01,280.35452,43.056671,297.78282,1.17,FALSE POSITIVE
7416306,K05388.01,280.52133,43.077068,137.396194,3.38,FALSE POSITIVE
7416646,K05389.01,280.72287,43.065472,365.739893,1.73,FALSE POSITIVE
7440715,K05390.01,290.50705,43.015041,104.198102,5.13,FALSE POSITIVE
8395870,K05511.01,300.93237,44.34454,74.833577,1.68,FALSE POSITIVE
8396288,K05512.01,301.05518,44.306229,8.5852872,3.02,CONFIRMED
8415353,K05514.01,284.7644,44.485004,102.100752,2.63,FALSE POSITIVE
8429817,K05515.01,291.45227,44.431751,6.263491873,6.46,FALSE POSITIVE
8432249,K05517.01,292.39389,44.476212,335.43143,7.12,FALSE POSITIVE
8439618,K05518.01,295.06573,44.477032,558.21886,3.1,FALSE POSITIVE
9209981,K05638.01,288.01117,45.68716,290.02002,1.56,FALSE POSITIVE
9210738,K05639.01,288.40182,45.677029,279.21957,4.92,FALSE POSITIVE
9214176,K05640.01,290.15314,45.635471,348.665961,9.56,FALSE POSITIVE
9217583,K05642.01,291.57455,45.618389,222.28056,2.56,FALSE POSITIVE
9220614,K05643.01,292.79358,45.687859,570.01886,1.62,FALSE POSITIVE
9224514,K05644.01,294.26019,45.69408,378.93139106,nan,FALSE POSITIVE
9229807,K05645.01,296.12985,45.681862,580.85326788,nan,FALSE POSITIVE
10146103,K05769.01,293.74625,47.15406,7.58062893,0.97,CONFIRMED
7458743,K05393.01,295.64517,43.065338,248.421771,18.92,FALSE POSITIVE
7539277,K05398.01,295.02985,43.129421,551.22396,2.1,FALSE POSITIVE
11444772,K05897.01,285.70541,49.342628,395.94327,2.53,FALSE POSITIVE
11444974,K05898.01,285.82983,49.39431,76.37924,1.73,FALSE POSITIVE
11446961,K05899.01,287.15372,49.33197,58.669218,1.28,FALSE POSITIVE
11453930,K05900.01,291.14532,49.365318,355.84731,1.68,FALSE POSITIVE
11456256,K05901.01,292.43137,49.368561,61.611129,1.29,CONFIRMED
11457664,K05902.01,293.16309,49.383331,150.728285,1.27,FALSE POSITIVE
11465658,K05903.01,296.63181,49.363312,253.790434,2.06,FALSE POSITIVE
11493378,K05905.01,283.46997,49.416962,35.6606167,nan,FALSE POSITIVE
11513366,K05907.01,294.72955,49.428478,587.38162,36.77,FALSE POSITIVE
11520114,K05909.01,297.39496,49.48494,7.07987663,1.36,CONFIRMED
11520465,K05910.01,297.52707,49.404499,91.240335,1.75,FALSE POSITIVE
11559493,K05911.01,292.07788,49.52961,357.41382,3.01,FALSE POSITIVE
11598638,K05912.01,284.55368,49.6847,359.854745,2.25,FALSE POSITIVE
11598894,K05913.01,284.74847,49.606258,89.366114,1.97,FALSE POSITIVE
11599937,K05915.01,285.45917,49.661942,37.6259039,1.81,CONFIRMED
11600299,K05916.01,285.6911,49.690311,100.41475198,nan,FALSE POSITIVE
11601425,K05917.01,286.3562,49.690128,41.9934673,1.56,FALSE POSITIVE
11601633,K05918.01,286.49686,49.614578,94.67782,1.46,FALSE POSITIVE
11601972,K05919.01,286.73245,49.683189,290.196139,2.35,CONFIRMED
11614808,K05921.01,293.96027,49.619312,175.452812,3.96,FALSE POSITIVE
11615258,K05922.01,294.15775,49.614971,367.07446,2.15,FALSE POSITIVE
11615521,K05923.01,294.27182,49.633869,366.684634,10.75,FALSE POSITIVE
11616434,K05924.01,294.69086,49.626991,291.306507,2.49,FALSE POSITIVE
11651240,K05925.01,285.40842,49.763641,93.006,1.97,FALSE POSITIVE
11652427,K05926.01,286.17105,49.71032,26.46288074,nan,FALSE POSITIVE
11674709,K05928.01,297.74567,49.70763,20.69920737,nan,FALSE POSITIVE
11716643,K05929.01,293.86526,49.800289,466.002988,4.92,FALSE POSITIVE
11722217,K05930.01,296.2525,49.886559,302.77571,1.0,FALSE POSITIVE
11773174,K05931.01,296.55469,49.958092,115.19952922,nan,FALSE POSITIVE
11803074,K05932.01,285.33783,50.066132,355.86134,2.79,FALSE POSITIVE
11807906,K05933.01,288.43665,50.075722,236.506437,10.37,FALSE POSITIVE
11811382,K05934.01,290.36365,50.052608,19.3854894,6.13,FALSE POSITIVE
11818566,K05935.01,294.2063,50.045399,416.87893121,nan,FALSE POSITIVE
11819396,K05936.01,294.56738,50.069721,48.38798413,nan,FALSE POSITIVE
11824578,K05937.01,296.7554,50.055271,357.588538,3.53,FALSE POSITIVE
11860294,K05938.01,289.65347,50.12801,545.205601,1.66,FALSE POSITIVE
11868941,K05939.01,294.35275,50.185989,105.053389,1.52,FALSE POSITIVE
11905398,K05940.01,286.48987,50.230068,24.7967294,3.14,FALSE POSITIVE
11910670,K05941.01,289.65152,50.282619,44.7060191,60.47,FALSE POSITIVE
11911929,K05942.01,290.3689,50.27055,125.277815,15.75,FALSE POSITIVE
11923213,K05943.01,296.20459,50.236328,27.2020672,1.87,CONFIRMED
11959893,K05945.01,289.58356,50.348137,40.7282314,4.58,FALSE POSITIVE
11966643,K05946.01,293.52264,50.308079,183.38048452,nan,FALSE POSITIVE
12007270,K05948.01,288.18256,50.49836,398.51312,1.23,FALSE POSITIVE
12009917,K05949.01,289.68549,50.409229,559.785594,1.88,FALSE POSITIVE
12020376,K05950.01,295.4801,50.42128,109.43946,1.0,FALSE POSITIVE
12066767,K05951.01,294.17059,50.593632,194.25835342,nan,FALSE POSITIVE
12071775,K05952.01,296.40887,50.585171,164.507439,2.15,FALSE POSITIVE
12102775,K05953.01,286.39944,50.625679,370.84786,4.03,FALSE POSITIVE
12105086,K05954.01,288.05573,50.65369,73.908995,0.94,FALSE POSITIVE
12110901,K05955.01,291.59988,50.635891,96.32561456,nan,FALSE POSITIVE
12121701,K05956.01,296.90057,50.628059,212.646179,3.19,FALSE POSITIVE
12168895,K05959.01,296.24155,50.78051,251.48808,1.74,FALSE POSITIVE
12170767,K05960.01,297.0217,50.769112,32.4185265,1.62,FALSE POSITIVE
12253490,K05961.01,288.64325,50.90118,19.159760875,25.24,FALSE POSITIVE
12300524,K05964.01,287.09006,51.01606,32.033211,0.85,CONFIRMED
12349560,K05965.01,286.93784,51.123508,43.3975622,1.69,CONFIRMED
12350136,K05966.01,287.35873,51.158321,478.79185021,nan,FALSE POSITIVE
10967168,K05845.01,287.37283,48.465542,22.2659599,1.18,FALSE POSITIVE
10977671,K05846.01,292.81577,48.422169,199.064336,6.12,FALSE POSITIVE
10978581,K05847.01,293.26508,48.426399,277.114286,17.56,FALSE POSITIVE
10979952,K05848.01,293.88602,48.469292,323.159363,3.41,FALSE POSITIVE
10989620,K05849.01,297.61707,48.408089,21.512259,1.13,FALSE POSITIVE
10991389,K05850.01,298.29181,48.465691,303.226376,3.66,FALSE POSITIVE
12401859,K05967.01,288.142,51.245602,22.8631517,4.84,FALSE POSITIVE
12402588,K05968.01,288.53769,51.280384,97.942437,2.29,FALSE POSITIVE
12418418,K05971.01,296.26324,51.26609,493.30572,1.08,FALSE POSITIVE
12505590,K05972.01,288.62769,51.400131,449.87203,2.59,FALSE POSITIVE
12506986,K05973.01,289.4024,51.441738,419.93373,1.82,FALSE POSITIVE
10991431,K05851.01,298.30725,48.48246,322.221973,2.18,FALSE POSITIVE
11021266,K05852.01,287.36044,48.5564,235.413973,3.2,FALSE POSITIVE
11021676,K05853.01,287.60306,48.599289,366.68293,3.15,FALSE POSITIVE
11026582,K05854.01,290.25085,48.558701,240.57135,2.93,CONFIRMED
11036168,K05855.01,294.79651,48.557861,217.792748,6.15,CONFIRMED
11046723,K05857.01,298.71347,48.545479,388.03884851,nan,FALSE POSITIVE
12554212,K05974.01,288.9162,51.534962,4.76815507,0.49,CONFIRMED
12690465,K05977.01,289.70395,51.871689,49.49059818,nan,FALSE POSITIVE
12734110,K05978.01,288.71906,51.914211,364.18129,1.78,FALSE POSITIVE
12735793,K05979.01,289.79166,51.993721,37.7935113,0.89,FALSE POSITIVE
11069681,K05859.01,283.30917,48.685829,172.621943,26.09,FALSE POSITIVE
11072982,K05860.01,285.56879,48.632099,264.708077,6.17,FALSE POSITIVE
11080702,K05863.01,290.00208,48.655361,8.67237968,0.87,FALSE POSITIVE
11082795,K05864.01,291.17084,48.649261,35.9216912,1.38,FALSE POSITIVE
11090926,K05866.01,295.02325,48.680649,102.300622,35.36,FALSE POSITIVE
11097752,K05867.01,297.6507,48.617802,359.8455,14.76,FALSE POSITIVE
11098704,K05868.01,298.02136,48.626141,22.7783121,1.89,FALSE POSITIVE
11100170,K05869.01,298.57523,48.668362,114.406187,2.42,FALSE POSITIVE
11129145,K05870.01,287.46823,48.758659,132.114,0.75,FALSE POSITIVE
11145391,K05871.01,295.4769,48.765079,623.2344,2.04,FALSE POSITIVE
11145637,K05872.01,295.56812,48.759811,46.16051579,nan,FALSE POSITIVE
11147785,K05873.01,296.32471,48.783112,217.170081,109061.0,FALSE POSITIVE
11152511,K05874.01,298.06229,48.724918,287.33114,2.07,CONFIRMED
11182213,K05876.01,287.22351,48.813251,189.456089,2.2,FALSE POSITIVE
11183752,K05877.01,288.21854,48.886742,230.358183,2.87,FALSE POSITIVE
11191364,K05878.01,292.33502,48.87252,211.54114,1.88,FALSE POSITIVE
11198419,K05879.01,295.57629,48.897861,88.523517,1.6,FALSE POSITIVE
11251991,K05881.01,295.46149,48.903751,134.35872,1.27,FALSE POSITIVE
11298442,K05882.01,292.61597,49.003139,55.01469183,nan,FALSE POSITIVE
11305417,K05883.01,295.74002,49.01152,198.781156,1.69,FALSE POSITIVE
11340218,K05885.01,286.12357,49.105289,111.149082,1.87,FALSE POSITIVE
11341266,K05886.01,286.79611,49.19426,284.87177,1.84,FALSE POSITIVE
11348610,K05888.01,290.8688,49.105068,190.860818,1.84,FALSE POSITIVE
11351454,K05889.01,292.39926,49.173641,374.41813,2.42,FALSE POSITIVE
11355925,K05890.01,294.52682,49.175072,263.30198,2.19,FALSE POSITIVE
11391512,K05891.01,285.2085,49.207829,370.31761,2.98,FALSE POSITIVE
11393248,K05892.01,286.30084,49.211319,37.959659,1.41,FALSE POSITIVE
11393633,K05893.01,286.55554,49.240501,405.6296,1.4,FALSE POSITIVE
11407847,K05895.01,294.30084,49.240311,11.8307724,1.16,CONFIRMED
11414368,K05896.01,296.96423,49.202339,434.28175,1.94,FALSE POSITIVE
8355178,K06178.02,287.53177,44.30801,33.814176,1.49,FALSE POSITIVE
8374077,K06179.01,294.8566,44.322041,16.2957847,2.13,CONFIRMED
8494783,K06180.01,291.63733,44.56422,28.201998,nan,FALSE POSITIVE
8494783,K06180.02,291.63733,44.56422,58.92565,1.5,FALSE POSITIVE
8590149,K06182.01,300.90247,44.61261,19.2405821,1.19,CONFIRMED
8590149,K06182.02,300.90247,44.61261,28.684308,1.35,FALSE POSITIVE
3559935,K00492.02,295.18292,38.654228,265.29617,2.99,FALSE POSITIVE
3559860,K03440.02,295.16721,38.637081,58.940569,2.48,CONFIRMED
5384713,K03444.04,297.4292,40.561909,14.1502311,0.74,CONFIRMED
6364582,K03456.02,292.00204,41.786961,486.12702,1.18,FALSE POSITIVE
5471158,K03504.02,297.5798,40.603001,140.24408749,nan,FALSE POSITIVE
10407086,K04568.02,292.79254,47.576721,48.04066636,nan,FALSE POSITIVE
9947653,K04647.02,290.25931,46.885109,12.008552,2.08,CONFIRMED
6527078,K04657.02,293.29279,41.997589,10.4314847,0.77,CONFIRMED
12416597,K04895.02,295.51495,51.203739,47.5571352,1.85,FALSE POSITIVE
2019477,K06093.02,292.55194,37.421211,27.2497521,4.49,CONFIRMED
8158127,K01015.03,289.09689,44.004379,16.9972894,3.14,CONFIRMED
2852810,K06097.01,291.51575,38.058418,93.05654364,nan,FALSE POSITIVE
2852810,K06097.02,291.51575,38.058418,88.433122,1.7,FALSE POSITIVE
2852810,K06097.03,291.51575,38.058418,282.34315,2.35,FALSE POSITIVE
8822421,K06188.01,293.24701,45.056461,1.645319649,2.46,CONFIRMED
4472818,K03878.02,293.88541,39.51981,15.3573445,1.42,CONFIRMED
8934103,K04009.02,283.3457,45.27446,77.792718,2.17,FALSE POSITIVE
9551430,K04030.02,300.18863,46.185768,163.51489847,nan,FALSE POSITIVE
3532985,K05987.01,287.91516,38.640781,5.288547653,55.28,FALSE POSITIVE
10718726,K00600.02,286.24982,48.06094,294.055263,2.8,FALSE POSITIVE
2852810,K06097.04,291.51575,38.058418,126.505657,1.51,FALSE POSITIVE
3229028,K06100.02,289.81143,38.324951,117.684591,1.52,FALSE POSITIVE
5956656,K01053.02,290.60794,41.201092,46.245164,2.46,CONFIRMED
9093086,K06191.01,293.40323,45.493809,9.7043379,1.19,CONFIRMED
9015738,K01616.02,289.50635,45.370998,34.775371,0.67,FALSE POSITIVE
7954278,K07859.01,289.82599,43.725231,0.306702491,0.93,FALSE POSITIVE
9093086,K06191.02,293.40323,45.493809,12.7713826,1.26,CONFIRMED
9145861,K06194.01,287.84042,45.599751,42.294739,140.14,FALSE POSITIVE
9153823,K06195.01,291.48495,45.54567,1.444486083,1.73,CONFIRMED
10089911,K04034.02,297.1243,47.037022,11.6089351,46.44,CONFIRMED
3747817,K04103.02,291.67682,38.874908,14.2378417,1.1,CONFIRMED
8162789,K00521.02,290.73517,44.09132,10.8206034,1.19,FALSE POSITIVE
5613330,K00649.02,289.77325,40.80072,10.2090268,0.92,CONFIRMED
3545840,K06102.01,291.75204,38.66254,54.2916336,1.67,FALSE POSITIVE
3634051,K06103.02,287.97546,38.74028,122.8054416,118.62,CONFIRMED
6975129,K01628.03,298.39575,42.459751,37.8404232,1.76,CONFIRMED
9389245,K06202.01,284.14114,45.944641,47.25643291,nan,FALSE POSITIVE
9828127,K04192.02,290.58612,46.642689,32.0273169,1.14,CONFIRMED
5177859,K04246.02,289.07397,40.366009,8.75630628,1.12,CONFIRMED
11081504,K04287.02,290.45831,48.661369,9.6183111,0.85,CONFIRMED
8110757,K07865.01,296.18478,43.980751,0.518060209,61.49,FALSE POSITIVE
3645438,K04385.03,291.39938,38.78775,17.3695112,1.45,CONFIRMED
8278685,K04435.02,281.95569,44.261532,17.8693759,0.81,FALSE POSITIVE
5511659,K04541.02,283.25119,40.72311,17.236085,1.98,CONFIRMED
4139254,K06108.01,285.8627,39.20528,485.92297,1.07,FALSE POSITIVE
10141900,K01082.04,292.14447,47.157349,9.6550473,1.45,CONFIRMED
4255944,K06111.01,289.84818,39.331463,228.65412,3.63,FALSE POSITIVE
9655711,K06209.01,294.444,46.335972,12.7143635,2.2,CONFIRMED
5856571,K01839.02,284.09457,41.182819,80.4103783,4.93,CONFIRMED
8222395,K07873.01,287.37039,44.187988,1.93188768,0.57,FALSE POSITIVE
8107150,K07863.01,295.0809,43.953239,5.2449156,0.52,FALSE POSITIVE
4464394,K06115.01,291.59775,39.53606,168.66934782,nan,FALSE POSITIVE
4739229,K06118.01,289.53336,39.836639,571.280892,3.65,FALSE POSITIVE
4739229,K06118.02,289.53336,39.836639,4.66185924,1.16,FALSE POSITIVE
8620565,K01250.02,290.26767,44.712849,1.213672208,697.14,FALSE POSITIVE
4742420,K06120.01,290.45026,39.862011,90.097375,1.7,CONFIRMED
9655711,K06209.02,294.444,46.335972,7.72966941,2.1,FALSE POSITIVE
9727765,K06210.01,298.06549,46.436298,51.85656556,nan,FALSE POSITIVE
9974142,K06214.02,299.87131,46.822491,154.536881,4.1,FALSE POSITIVE
9008103,K03283.03,286.08908,45.369011,87.707513,1.72,FALSE POSITIVE
11296045,K04396.04,291.36188,49.02198,437.51586139,nan,FALSE POSITIVE
5769810,K04913.02,283.6788,41.096882,8.97377221,2.96,CONFIRMED
4742420,K06120.02,290.45026,39.862011,205.41415,1.67,FALSE POSITIVE
5306984,K06127.01,299.23679,40.425819,114.27173902,nan,FALSE POSITIVE
10198662,K06216.01,287.78461,47.228043,26.40805532,nan,FALSE POSITIVE
10198662,K06216.02,287.78461,47.228043,46.07931317,nan,FALSE POSITIVE
4157325,K01860.04,291.55695,39.227291,24.8434837,1.58,CONFIRMED
10200627,K06217.01,288.79553,47.203651,7.7016694,4.44,FALSE POSITIVE
8332521,K04567.02,301.56284,44.240391,4.67250377,1.11,CONFIRMED
8242769,K07875.01,295.06631,44.162449,21.9711574,1.32,FALSE POSITIVE
10964440,K01310.02,285.66269,48.435371,144.688915,3.33,CONFIRMED
5428657,K06130.01,284.44101,40.625,1.54287434,1.05,CONFIRMED
5629353,K06132.01,294.55789,40.850498,33.3200908,13.0,CONFIRMED
10414727,K06224.01,295.68192,47.591881,91.20573037,nan,FALSE POSITIVE
4736569,K01996.02,288.66891,39.824009,7.07394528,0.84,CONFIRMED
10662202,K00750.03,290.46512,47.92918,14.516741,1.45,CONFIRMED
9008103,K03283.02,286.08908,45.369011,20.5718107,1.34,CONFIRMED
5629353,K06132.03,294.55789,40.850498,11.867172,4.03,CONFIRMED
4078157,K01319.02,296.47937,39.127571,142.685885,2.76,FALSE POSITIVE
5816144,K06137.01,298.19412,41.029331,12.4970599,1.44,CONFIRMED
11968463,K02433.06,294.33847,50.33654,6.06330298,1.64,CONFIRMED
11968463,K02433.07,294.33847,50.33654,86.431871,2.85,CONFIRMED
11074835,K02533.03,286.71564,48.645279,26.1152887,2.38,FALSE POSITIVE
5792202,K00841.04,292.23676,41.08588,269.306232,24.0,CONFIRMED
6032730,K06141.01,288.5929,41.307339,96.509214,860.3,FALSE POSITIVE
6116172,K06142.01,289.48145,41.49942,69.64679311,nan,FALSE POSITIVE
6116172,K06142.02,289.48145,41.49942,111.65546,2121.0,FALSE POSITIVE
6116172,K06142.03,289.48145,41.49942,86.13201864,nan,FALSE POSITIVE
11296437,K06237.02,291.57312,49.097771,47.14404783,nan,FALSE POSITIVE
11341164,K06238.01,286.72897,49.154945,197.05431574,nan,FALSE POSITIVE
11462969,K06239.01,295.56683,49.378029,406.496216,1.77,FALSE POSITIVE
11462969,K06239.02,295.56683,49.378029,491.61516814,nan,FALSE POSITIVE
5792202,K00841.05,292.23676,41.08588,499.47338,3.71,CONFIRMED
6221385,K06145.03,296.35944,41.574532,7.3138454,2.73,CONFIRMED
11656928,K06242.01,289.03772,49.712601,212.43503674,nan,FALSE POSITIVE
11566064,K00353.03,295.21268,49.56218,11.1619384,1.97,CONFIRMED
11656928,K06242.02,289.03772,49.712601,76.83994597,nan,FALSE POSITIVE
11656928,K06242.03,289.03772,49.712601,78.86684,1.3,FALSE POSITIVE
7825899,K00896.03,293.0614,43.58136,28.8672107,1.51,CONFIRMED
6946681,K06150.01,291.19293,42.49445,48.9528113,nan,FALSE POSITIVE
6946708,K06151.01,291.20096,42.449989,431.78556,1.36,FALSE POSITIVE
11775507,K06245.01,297.51782,49.917702,144.102562,1.67,FALSE POSITIVE
11775507,K06245.02,297.51782,49.917702,112.317402,1.77,FALSE POSITIVE
11856178,K06246.01,287.16504,50.113232,9.13315062,1.48,CONFIRMED
6768394,K02086.04,288.96124,42.265011,335.56311,1.83,FALSE POSITIVE
10545066,K00337.02,295.68481,47.748081,154.607419,1.56,FALSE POSITIVE
7663405,K01519.02,283.47818,43.383781,57.132855,1.81,CONFIRMED
11358389,K02163.03,295.62659,49.130428,28.2251049,1.59,CONFIRMED
5706595,K02183.03,292.17114,40.916309,150.381954,2.26,CONFIRMED
12885212,K02184.02,290.17502,52.220341,95.906433,2.17,CONFIRMED
3548044,K02194.03,292.32645,38.657581,445.21685,1.37,FALSE POSITIVE
