kepid,kepoi_name,ra,dec,koi_period,koi_prad,koi_disposition_pred
10811496,K00753.01,297.00482,48.134129,19.89913995,14.6,CONFIRMED
11818800,K00777.01,294.31686,50.080231,40.4195037,7.51,FALSE POSITIVE
11918099,K00780.02,293.83331,50.23035,7.2406612,19.45,FALSE POSITIVE
9579641,K00115.03,287.88733,46.276241,3.43591631,0.55,CONFIRMED
3115833,K00797.01,291.28195,38.241669,10.181584004,7.73,FALSE POSITIVE
3453214,K00802.01,293.81619,38.563568,19.620346923,13.6,CONFIRMED
4544670,K00815.01,285.92001,39.624828,34.84398644,7.61,CONFIRMED
4936180,K00820.01,295.11371,40.071171,4.64090031,30.09,FALSE POSITIVE
5115978,K00823.01,296.00699,40.295429,1.028436523,72.77,FALSE POSITIVE
6867155,K00868.01,293.00797,42.307201,235.9986399,10.59,CONFIRMED
6526710,K00856.01,293.17929,41.969238,39.74893077,14.21,FALSE POSITIVE
6599919,K00858.01,289.89777,42.009151,13.61014819,19.02,FALSE POSITIVE
6862328,K00865.01,291.58377,42.36816,119.0207044,8.98,CONFIRMED
7031517,K00871.01,291.11969,42.507069,12.940668656,22.94,FALSE POSITIVE
7380537,K00883.01,296.68307,42.967869,2.688899233,12.04,FALSE POSITIVE
8013419,K00901.01,285.16748,43.876339,12.732624065,4.87,CONFIRMED
8018547,K00902.01,287.85239,43.897991,83.92494032,4.78,CONFIRMED
8552202,K00914.01,288.72665,44.60751,3.886655224,1.87,CONFIRMED
9140402,K00928.01,284.75943,45.599129,2.494170338,2.42,CONFIRMED
8951215,K00924.01,291.20804,45.244389,39.4759093,4.06,CONFIRMED
9347899,K00935.04,294.02301,45.853081,9.61731426,1.94,CONFIRMED
2860866,K01103.01,293.22391,38.033581,90.1240507,7.12,CONFIRMED
10460629,K01168.01,287.58679,47.600021,856.672115,3.87,FALSE POSITIVE
10319385,K01169.01,281.55118,47.469959,0.689210173,1.32,CONFIRMED
11502218,K00970.01,289.09323,49.424484,3.9886021,34.39,FALSE POSITIVE
11180361,K00971.01,286.0192,48.866741,0.533059312,133.56,FALSE POSITIVE
10287723,K01174.01,296.82162,47.354031,129995.7784,2.99,FALSE POSITIVE
11013201,K00972.01,282.00031,48.542221,13.118962443,8.25,FALSE POSITIVE
11013201,K00972.02,282.00031,48.542221,7.82187328,2.78,FALSE POSITIVE
9414417,K00974.01,295.80267,45.988079,53.5057611,2.52,CONFIRMED
2307199,K00151.01,292.37476,37.630959,13.4471791,5.24,FALSE POSITIVE
2853446,K01118.01,291.65097,38.028179,7.37290344,2.67,CONFIRMED
3942446,K01193.01,287.88812,39.078709,119.0624882,10.4,FALSE POSITIVE
3554031,K01194.02,293.80441,38.63913,14.8623076,1.57,CONFIRMED
10743597,K00989.03,296.38229,48.045311,16.15811112,86.13,CONFIRMED
3644071,K01192.01,291.03217,38.703911,1295.362215,57.82,FALSE POSITIVE
1431122,K00994.01,291.14249,37.061321,4.2989201,2.12,FALSE POSITIVE
8260218,K01066.01,299.78632,44.16954,5.714817603,9.29,FALSE POSITIVE
6359320,K01127.03,290.21518,41.77597,2.83668931,1.19,CONFIRMED
3447722,K01198.04,292.47971,38.514919,1.00861677,nan,FALSE POSITIVE
12105051,K00141.01,288.0383,50.651611,2.624234833,5.11,CONFIRMED
8240904,K01070.03,294.48438,44.166908,92.77779,1.92,FALSE POSITIVE
3756801,K01206.01,293.95459,38.899971,422.917678,5.89,FALSE POSITIVE
8313667,K01145.01,296.54861,44.264671,30.5872153,2.32,CONFIRMED
10149023,K01081.01,294.76855,47.13279,9.95639775,28.15,FALSE POSITIVE
9772531,K00950.01,292.65704,46.537338,31.201692472,8.31,CONFIRMED
10295951,K01154.01,299.10281,47.377781,6.810823723,26.06,FALSE POSITIVE
3329204,K01095.01,287.61688,38.402321,51.59809554,6.57,CONFIRMED
3230491,K01096.01,290.18304,38.321941,1500.0,9.8,FALSE POSITIVE
2162635,K01032.01,291.97754,37.532551,1500.1406772,18.35,FALSE POSITIVE
6837146,K01362.01,281.60541,42.390419,20.51360192,2.58,CONFIRMED
6607286,K01239.01,292.17859,42.005909,0.783276173,1.98,CONFIRMED
6607286,K01239.02,292.17859,42.005909,3.17405898,2.09,CONFIRMED
11075279,K01431.01,287.02228,48.681938,345.1589354,7.79,CONFIRMED
6607447,K01242.01,292.22839,42.03537,99.6442783,8.48,CONFIRMED
6441738,K01246.01,291.42755,41.878159,19.03723442,5.74,CONFIRMED
8616873,K01251.01,288.70087,44.70768,0.576078683,23.23,FALSE POSITIVE
8494263,K01255.01,291.44522,44.52869,78.9257421,11.9,CONFIRMED
10928043,K01315.01,295.29385,48.374802,6.84639884,1.9,FALSE POSITIVE
10794087,K01316.02,290.55237,48.126263,12.37679312,nan,FALSE POSITIVE
8813698,K01268.01,289.88962,45.005669,268.9410974,13.57,CONFIRMED
4074736,K01328.01,295.80585,39.17799,80.9669561,5.04,CONFIRMED
4274548,K01331.01,294.50842,39.398682,6.80082032,1.88,FALSE POSITIVE
11336883,K01445.02,283.9368,49.110329,54.325574,0.76,FALSE POSITIVE
11336883,K01445.03,283.9368,49.110329,20.01959599,nan,FALSE POSITIVE
8631160,K01271.01,294.2655,44.7943,162.0479502,11.52,CONFIRMED
9202151,K01393.01,283.55554,45.614262,1.694740233,2.12,CONFIRMED
4760746,K01455.01,295.4783,39.867722,15.068060768,16.43,FALSE POSITIVE
9427402,K01397.01,299.6777,45.972328,6.247030799,1.89,CONFIRMED
3962440,K01208.01,293.61877,39.022572,700.00298217,6.43,FALSE POSITIVE
3534076,K01209.01,288.31436,38.693291,272.0868353,5.95,FALSE POSITIVE
4466677,K01338.02,292.27612,39.550179,42.0370662,1.66,CONFIRMED
4466677,K01338.03,292.27612,39.550179,21.0112068,1.4,CONFIRMED
9100484,K01399.01,295.76083,45.45739,8.75059775,2.27,FALSE POSITIVE
6620003,K01225.01,295.62222,42.09288,1.714274727,25.0,FALSE POSITIVE
7363829,K01356.01,292.1199,42.931679,384.02570682,nan,FALSE POSITIVE
6719086,K01357.01,298.45953,42.187431,3.014330766,2.87,CONFIRMED
11026304,K01420.01,290.1127,48.577782,13.35151248,4.44,CONFIRMED
11342550,K01421.01,287.65045,49.156052,1693.6636225,10.23,FALSE POSITIVE
6946199,K01359.02,291.02069,42.46244,104.8205868,6.45,CONFIRMED
10867062,K01303.01,294.23007,48.204479,34.2966363,3.29,CONFIRMED
8046659,K01560.01,297.41965,43.876579,31.56904354,11.18,FALSE POSITIVE
7841925,K01499.02,297.72427,43.527431,0.840594032,0.62,CONFIRMED
4276716,K01619.01,294.99023,39.346378,20.6654374,0.66,CONFIRMED
7287683,K01622.01,293.54889,42.888859,69.8347983,3.51,CONFIRMED
8266276,K01731.01,301.4693,44.159649,2.59488443,2.36,CONFIRMED
8396405,K01733.01,301.08572,44.380192,19.18109525,1.72,CONFIRMED
7199906,K01739.01,291.65009,42.700779,220.65651253,nan,FALSE POSITIVE
9017682,K01630.01,290.25964,45.388409,11.30507984,1.4,CONFIRMED
10749128,K01639.02,297.90045,48.0947,9.9824036,1.17,FALSE POSITIVE
11904734,K01764.01,286.0528,50.256592,12.681733929,7.25,CONFIRMED
10153011,K01773.01,296.0882,47.142891,83.09708021,13.83,FALSE POSITIVE
11870545,K01510.01,295.08423,50.114609,0.839961456,1.63,FALSE POSITIVE
5031857,K01573.02,296.84616,40.138611,7.136922,1.38,CONFIRMED
10028792,K01574.03,297.91687,46.96513,5.83393857,1.98,CONFIRMED
11153121,K01647.03,298.29495,48.775459,6.33027476,1.02,CONFIRMED
6705142,K01758.01,295.43436,42.166321,5.59728249,3.28,CONFIRMED
5299459,K01576.03,297.79514,40.417709,23.3397956,1.23,FALSE POSITIVE
4471747,K01656.01,293.62592,39.50631,51.3901452,3.62,CONFIRMED
4918309,K01582.01,290.12857,40.021832,186.4361811,11.32,CONFIRMED
4830605,K01660.01,290.24103,39.96801,35.6364022,1.99,CONFIRMED
12120943,K01458.01,296.57153,50.677849,8.98128472,7.19,CONFIRMED
7768451,K01527.01,296.6713,43.49839,192.667139,3.64,CONFIRMED
9932970,K01587.01,281.61887,46.814201,52.971584,29.02,CONFIRMED
4932442,K01665.02,294.17108,40.055168,5.91393977,1.07,FALSE POSITIVE
5360920,K01675.01,291.33719,40.558201,14.62399621,21.92,FALSE POSITIVE
11702948,K01465.01,286.14938,49.867512,9.771462706,10.15,CONFIRMED
9512981,K01466.01,284.84988,46.13895,281.5628889,10.83,CONFIRMED
5526717,K01677.02,289.67935,40.700459,8.51170088,nan,FALSE POSITIVE
5531953,K01681.01,291.285,40.730049,6.93910337,1.41,CONFIRMED
9872292,K01537.01,281.46173,46.789894,10.19154678,1.39,CONFIRMED
5542466,K01590.01,294.36487,40.720879,12.89006728,1.93,CONFIRMED
4178389,K00185.01,296.18524,39.26268,23.210509958,21.19,FALSE POSITIVE
5542466,K01590.03,294.36487,40.720879,4.74666128,1.3,CONFIRMED
7499398,K01473.01,280.36023,43.12368,23.02028478,7.58,CONFIRMED
5972334,K00191.03,295.28723,41.221958,0.708621057,1.2,CONFIRMED
7811397,K01477.01,287.65396,43.505718,169.4976085,9.06,CONFIRMED
5475431,K01546.01,298.5137,40.639622,0.917568975,11.92,FALSE POSITIVE
5039228,K01597.01,298.36884,40.173424,7.79668781,2.44,FALSE POSITIVE
7512982,K01480.02,286.74188,43.190102,7.00447892,1.19,CONFIRMED
5283458,K01547.01,294.2009,40.455959,30.69395532,13.72,CONFIRMED
8053552,K01549.01,299.05585,43.897202,29.481061268,16.61,FALSE POSITIVE
7750419,K01708.01,290.88232,43.47176,32.7737631,5.0,CONFIRMED
7984047,K01552.01,298.92593,43.75037,77.63424586,9.4,CONFIRMED
5513648,K01962.01,284.23398,40.79454,32.85862571,2.31,CONFIRMED
7887791,K01964.01,290.7037,43.607208,2.229326354,0.6,CONFIRMED
9634821,K02037.03,284.34274,46.316551,8.56267266,2.26,CONFIRMED
11253711,K01972.01,296.08975,48.955372,17.79108667,2.88,CONFIRMED
9111849,K02042.01,298.75018,45.4664,63.0732241,17.8,CONFIRMED
11773328,K01906.01,296.62347,49.979172,8.710442022,3.61,CONFIRMED
5080636,K01843.02,285.01309,40.220749,6.35585682,0.86,CONFIRMED
3248501,K02052.01,294.69772,38.364159,4.22464216,4.31,CONFIRMED
11570749,K01856.01,297.07861,49.502079,46.2991052,4.33,CONFIRMED
9411166,K01922.02,294.61365,45.984619,15.09521323,nan,FALSE POSITIVE
2579043,K02064.01,292.13525,37.889622,6.31219171,2.17,CONFIRMED
8160953,K01858.02,290.14432,44.04995,86.049055,2.06,FALSE POSITIVE
10158418,K01784.01,297.64606,47.167488,5.007414194,8.8,CONFIRMED
3648437,K01861.01,292.16617,38.739052,17.50441726,3.56,CONFIRMED
2449431,K02009.01,292.77399,37.797691,86.7490807,2.23,CONFIRMED
5731623,K01793.01,298.31674,40.996101,3.261759866,8.01,FALSE POSITIVE
10602291,K00210.01,292.78235,47.800629,20.92735802,17.36,FALSE POSITIVE
9883311,K01872.01,288.31332,46.771431,30.5231459,11.26,FALSE POSITIVE
4242147,K01934.01,284.96967,39.360291,28.78270955,2.11,CONFIRMED
4349442,K01803.01,286.63553,39.488621,4.539297295,2.34,FALSE POSITIVE
10005788,K01940.02,289.35202,46.973728,6.73679732,nan,FALSE POSITIVE
10656508,K00211.01,287.97031,47.972099,124.03589939,11.13,CONFIRMED
11656918,K01945.02,289.02975,49.769711,17.1181036,1.22,FALSE POSITIVE
10844890,K01946.01,283.34427,48.223911,8.29482811,2.76,FALSE POSITIVE
8624520,K01816.01,291.68329,44.75164,10.240611361,3.9,CONFIRMED
4851530,K01884.01,295.9024,39.918362,23.11707222,4.37,CONFIRMED
4851530,K01884.02,295.9024,39.918362,4.77502117,1.73,CONFIRMED
6300348,K00212.01,296.1398,41.60318,5.69590202,6.61,CONFIRMED
11030475,K02248.04,292.23993,48.51157,2.64622742,0.99,CONFIRMED
7033233,K02339.02,291.66928,42.59071,65.18703725,nan,FALSE POSITIVE
8261920,K02174.01,300.24222,44.141399,6.69332825,2.44,CONFIRMED
6119141,K02343.01,290.37512,41.43375,29.0726293,2.32,FALSE POSITIVE
3734418,K02261.02,287.52963,38.894508,6.6254781,0.9,FALSE POSITIVE
9654875,K02272.01,294.15366,46.309681,1.34145255,1.31,FALSE POSITIVE
3097926,K02186.01,285.90848,38.212719,14.97974335,3.79,CONFIRMED
10518424,K02188.02,283.75385,47.796951,6.7445683,0.86,FALSE POSITIVE
5730445,K02189.01,298.07474,40.94899,33.35859852,4.44,CONFIRMED
5602588,K02369.02,285.72079,40.85696,6.3143447,1.34,FALSE POSITIVE
5385304,K02370.01,297.5582,40.541309,78.7327023,7.76,CONFIRMED
11462341,K02124.01,295.28854,49.379791,42.3375799,1.45,CONFIRMED
11073656,K02206.01,285.96802,48.67905,1.834277283,1.64,CONFIRMED
7215678,K02354.01,296.06625,42.768219,1.151244686,40.32,FALSE POSITIVE
7449554,K02357.01,293.20377,43.057011,2.42088277,2.27,CONFIRMED
3440978,K02288.01,290.703,38.567032,38.103908,4.08,FALSE POSITIVE
9532710,K02364.01,294.3847,46.157841,5.24242029,3.86,CONFIRMED
9580992,K02217.01,288.64252,46.21566,37.8034121,2.95,CONFIRMED
6934986,K02294.01,287.1532,42.421612,131.485184,3.03,CONFIRMED
4049901,K02295.01,289.54514,39.164429,16.2908527,0.52,CONFIRMED
10798331,K02373.01,292.31467,48.140461,147.281212,2.28,CONFIRMED
9334893,K02298.01,288.45605,45.80212,16.6671415,0.7,CONFIRMED
9289704,K02222.01,295.24734,45.757401,34.135676,13.98,FALSE POSITIVE
8892157,K02224.02,294.18927,45.151581,86.130534,1.47,FALSE POSITIVE
11520459,K02226.01,297.52542,49.401451,8.46354384,2.51,CONFIRMED
4247991,K02311.01,287.24118,39.33276,191.86419296,nan,FALSE POSITIVE
4247991,K02311.02,287.24118,39.33276,13.72549689,nan,FALSE POSITIVE
10026544,K02312.01,297.28317,46.90453,176.331289,2.38,FALSE POSITIVE
2853780,K02081.01,291.72916,38.070019,6.2141496,4.27,CONFIRMED
6185476,K00227.01,284.35202,41.519199,17.65737838,2.45,CONFIRMED
8804455,K02159.01,285.13831,45.004539,7.5966998,1.32,CONFIRMED
5546761,K02160.02,295.48123,40.731979,15.40877383,nan,FALSE POSITIVE
8872048,K02323.01,286.07202,45.136711,58.35512552,nan,FALSE POSITIVE
7746958,K02324.01,289.67786,43.458134,1.204686597,1.55,FALSE POSITIVE
6525946,K02093.01,292.95416,41.934799,6.78341325,20.75,FALSE POSITIVE
6041734,K02167.02,291.60449,41.309361,6.95787,1.39,FALSE POSITIVE
11030475,K02248.02,292.23993,48.51157,9.4907638,1.05,CONFIRMED
11030475,K02248.03,292.23993,48.51157,0.76196247,1.08,CONFIRMED
9006186,K02169.04,285.20749,45.38435,2.19251903,0.37,CONFIRMED
10471621,K02554.01,292.37979,47.644611,39.7557642,13.72,CONFIRMED
10471621,K02554.02,292.37979,47.644611,10.27127527,0.94,CONFIRMED
8074328,K02486.01,280.69046,43.919182,4.267961416,1.42,CONFIRMED
4670217,K02560.01,295.70517,39.75684,18.1209388,1.68,CONFIRMED
9574179,K02637.01,284.72894,46.206478,3.98864999,1.15,CONFIRMED
11391755,K02639.01,285.36517,49.201561,25.1123362,2.22,CONFIRMED
11391755,K02639.02,285.36517,49.201561,2.121023807,5.75,FALSE POSITIVE
9088780,K02640.01,291.80984,45.435478,33.18089453,nan,FALSE POSITIVE
8894646,K02641.01,294.99585,45.119579,3.55557922,0.84,CONFIRMED
8247770,K02569.01,296.603,44.14082,8.28157072,1.37,CONFIRMED
6867588,K02571.01,293.13705,42.350479,0.82628442,0.96,CONFIRMED
7501646,K02572.01,281.59235,43.177879,6.37705295,2.15,CONFIRMED
8838950,K02421.01,298.41931,45.071442,2.27050106,0.55,CONFIRMED
12257999,K02577.01,291.28772,50.909149,18.55581565,20.83,CONFIRMED
6922203,K02578.01,281.26013,42.40329,13.33094869,25.95,CONFIRMED
2437505,K02671.01,290.23032,37.777481,21.47642727,59.5,FALSE POSITIVE
8836888,K02508.01,297.90738,45.03231,7.10397925,1.51,CONFIRMED
8636539,K02656.01,296.00543,44.71851,6.77367892,1.33,CONFIRMED
9283156,K02657.01,292.76175,45.727242,5.22402436,0.58,CONFIRMED
9574158,K02512.01,284.71988,46.25079,15.92108138,3.14,CONFIRMED
7294743,K02516.01,295.45367,42.858799,2.81043228,1.43,CONFIRMED
6765135,K02592.01,287.75229,42.244781,175.603366,2.87,CONFIRMED
5342061,K02666.01,284.11978,40.524281,64.034363,3.47,FALSE POSITIVE
4047631,K02519.01,288.9039,39.154209,4.790912471,2.25,FALSE POSITIVE
6516185,K02445.01,289.88446,41.906551,47.3659328,11.97,CONFIRMED
7446631,K02598.01,292.32419,43.033451,29.2254372,1.35,CONFIRMED
5906426,K02377.01,299.29227,41.15308,13.9034057,1.55,CONFIRMED
12208631,K02449.01,291.55051,50.825611,53.3580444,3.41,CONFIRMED
2443393,K02603.01,291.45755,37.742935,73.711039,1.77,CONFIRMED
9019191,K02604.01,290.82437,45.355019,14.43348326,16.25,FALSE POSITIVE
3002478,K02380.01,294.18561,38.108669,6.35705314,1.59,CONFIRMED
8631751,K02453.01,294.46848,44.75396,1.530515205,0.84,FALSE POSITIVE
4172746,K02531.01,295.10391,39.268749,17.6997392,1.96,CONFIRMED
5095635,K02607.01,290.68469,40.255451,0.754457729,2.07,CONFIRMED
12254688,K02384.01,289.37381,50.934341,62.6825769,39.8,FALSE POSITIVE
4172013,K02386.01,294.94009,39.232571,16.2707207,28.42,CONFIRMED
1996180,K02534.02,286.3443,37.411968,5.42204257,1.39,CONFIRMED
2305866,K02610.01,292.09332,37.61348,24.1073172,2.74,CONFIRMED
9712350,K02613.01,292.70343,46.415871,51.5738653,2.41,CONFIRMED
9580167,K02548.01,288.18198,46.246181,0.827151296,19.1,FALSE POSITIVE
7984574,K02400.01,299.06168,43.720329,11.6191707,2.21,CONFIRMED
10336951,K02401.01,290.83627,47.444939,38.2292037,1.51,CONFIRMED
8240617,K02474.01,294.39749,44.124199,176.845697,42.05,FALSE POSITIVE
11622985,K02550.01,297.24017,49.616859,18.0243482,1.98,CONFIRMED
11361283,K02551.01,296.72305,49.106659,16.4793229,1.53,CONFIRMED
6364215,K02404.01,291.87799,41.769581,2.10081629,1.65,CONFIRMED
6467363,K02840.01,298.35361,41.820068,3.67936863,0.92,CONFIRMED
6467363,K02840.02,298.35361,41.820068,7.4464635,0.77,CONFIRMED
10073672,K02764.01,291.23148,47.033932,2.252976718,1.19,CONFIRMED
6842807,K02921.01,284.35434,42.388371,16.6146221,1.49,CONFIRMED
9815053,K02923.01,283.39825,46.689789,5.83892993,1.19,CONFIRMED
9697131,K02706.01,285.07767,46.419601,3.09756897,1.75,CONFIRMED
10917043,K02770.01,290.25385,48.360821,205.385912,2.11,CONFIRMED
6697605,K02851.02,293.56635,42.13258,1.23935745,1.5,CONFIRMED
12602314,K02853.01,290.43323,51.626041,1.407020118,1.12,CONFIRMED
5787131,K02927.01,290.54007,41.09304,24.4359956,2.31,CONFIRMED
6346809,K02775.01,285.09872,41.775921,17.57704569,27.21,CONFIRMED
4547603,K02855.01,287.19247,39.626148,1.400755743,1.3,CONFIRMED
5716763,K00272.01,295.10114,40.986679,1.28132831,4.52,CONFIRMED
12416987,K02933.01,295.67798,51.257839,119.0833042,22.19,FALSE POSITIVE
8259713,K02935.01,299.6611,44.112381,27.8813154,1.54,CONFIRMED
11098013,K02712.01,297.74728,48.694309,7.50790041,1.77,CONFIRMED
3425851,K00268.01,285.72879,38.506973,110.3783828,3.02,CONFIRMED
10397751,K02859.03,288.83136,47.551991,4.28886792,0.57,CONFIRMED
6679295,K02862.01,287.94861,42.156139,24.5752524,1.64,CONFIRMED
6026737,K02949.01,285.87579,41.332432,10.1747037,1.04,CONFIRMED
4935172,K02962.01,294.86319,40.007511,2.17291055,0.93,CONFIRMED
8760040,K02963.02,294.33646,44.918289,7.35101287,1.42,CONFIRMED
8176564,K02720.01,295.43967,44.039162,6.57159435,1.26,FALSE POSITIVE
10604521,K02797.01,293.68356,47.833141,0.868122253,1.65,CONFIRMED
4385148,K02942.01,296.26456,39.40596,13.84301228,1.98,CONFIRMED
4367854,K02876.01,292.37903,39.435841,5.1952021,1.37,FALSE POSITIVE
10597693,K02958.01,290.9288,47.887249,31.6084371,1.89,CONFIRMED
7466270,K02959.01,297.27222,43.098721,16.1558656,2.04,FALSE POSITIVE
2985587,K02807.01,290.48007,38.136688,3.375716723,2.34,CONFIRMED
5642620,K02882.01,297.59085,40.81496,75.8580035,2.72,CONFIRMED
8873090,K02968.01,286.58014,45.163822,10.16435076,1.99,CONFIRMED
9958387,K02677.01,294.75769,46.83112,237.787237,9.91,CONFIRMED
11197853,K02813.01,295.34222,48.856152,0.698461304,14.81,FALSE POSITIVE
6716021,K02679.01,297.84125,42.118252,110.7556272,29.64,FALSE POSITIVE
8326342,K02680.01,299.7915,44.281231,14.4079035,23.4,FALSE POSITIVE
4831728,K02739.02,290.57672,39.95689,7.0956395,1.2,CONFIRMED
4249611,K02821.01,287.84833,39.358429,79.2450351,3.33,FALSE POSITIVE
7899070,K02683.01,294.53934,43.60778,126.4451275,4.49,CONFIRMED
4939533,K02899.01,295.84747,40.006721,5.77207177,1.54,CONFIRMED
4846856,K02900.01,294.8418,39.91888,46.151253,2.08,CONFIRMED
10265602,K02689.01,288.17789,47.36668,165.3447044,6.98,FALSE POSITIVE
4552729,K02691.01,289.10992,39.68539,97.4463194,3.05,CONFIRMED
3663173,K02750.01,295.66913,38.795841,174.636181,11.12,CONFIRMED
9109857,K02833.01,298.21527,45.406891,1.791877025,1.48,CONFIRMED
6716545,K02906.02,297.94476,42.191879,145.881936,1.8,CONFIRMED
5196864,K02695.01,294.54373,40.313862,2.50343279,20.23,FALSE POSITIVE
11071200,K02696.01,284.41592,48.65802,96.4562198,9.1,CONFIRMED
11071200,K02696.02,284.41592,48.65802,44.5643831,5.8,CONFIRMED
8703129,K02758.01,296.7236,44.853142,253.374581,19.25,FALSE POSITIVE
6837283,K02914.01,281.69159,42.397549,21.1181653,2.89,CONFIRMED
5613821,K02915.01,289.91742,40.828606,5.06092282,0.98,CONFIRMED
8639908,K02700.01,297.00354,44.775089,0.910020582,1.12,FALSE POSITIVE
11076400,K02759.01,287.72565,48.651379,1.07808492,1.01,CONFIRMED
10190075,K03007.01,283.33533,47.208832,11.1916199,1.47,CONFIRMED
10749059,K03086.01,297.88464,48.00145,174.731515,3.0,CONFIRMED
7668416,K03089.01,286.14804,43.369202,0.858546796,0.88,CONFIRMED
6029239,K00304.02,287.08997,41.373878,5.518195,0.46,FALSE POSITIVE
3545478,K00366.01,291.66418,38.619255,75.1122132,23.23,CONFIRMED
11565544,K03013.01,294.96811,49.556511,3.76562031,19.39,FALSE POSITIVE
12072872,K03017.01,296.85925,50.560162,2.46288834,0.67,FALSE POSITIVE
8241079,K03020.01,294.54041,44.190979,10.9192653,1.9,CONFIRMED
12168993,K03105.01,296.28064,50.755669,4.21223579,1.04,FALSE POSITIVE
7051180,K00064.01,296.51059,42.54744,1.951082219,10.35,CONFIRMED
2446113,K00379.02,292.05676,37.776192,23.1375919,1.83,CONFIRMED
5903749,K03029.01,298.75836,41.159882,18.9763286,2.24,CONFIRMED
5903749,K03029.02,298.75836,41.159882,6.34724702,1.35,CONFIRMED
8581240,K03111.01,298.57687,44.621609,10.76800074,0.92,CONFIRMED
8581240,K03111.02,298.57687,44.621609,4.32848303,0.66,CONFIRMED
8684730,K00319.01,290.11752,44.87294,46.15119482,10.02,CONFIRMED
8554498,K00005.01,289.73972,44.647419,4.780327581,7.14,CONFIRMED
6949898,K03031.01,292.22739,42.451969,7.64809462,1.19,CONFIRMED
2973386,K03034.01,286.98013,38.165218,31.0209175,1.66,CONFIRMED
7022573,K03112.01,288.21072,42.556808,2.118893997,1.41,FALSE POSITIVE
9288237,K03114.01,294.71677,45.781269,7.49133777,1.01,CONFIRMED
6593150,K03037.01,287.60223,42.075741,5.4654174,1.23,CONFIRMED
6523351,K03117.01,292.1218,41.927029,6.06664931,0.87,CONFIRMED
5551672,K03119.01,296.58719,40.722988,2.184437698,0.94,CONFIRMED
8197793,K03123.01,301.04813,44.037689,15.2311195,1.94,CONFIRMED
6357290,K03040.01,289.56802,41.771561,4.8099878,1.59,CONFIRMED
4072955,K03041.01,295.46259,39.16848,5.08288076,1.15,CONFIRMED
8695311,K03042.01,294.16644,44.886311,31.0259489,1.91,CONFIRMED
9834731,K03043.01,293.43079,46.692089,3.08942807,1.07,CONFIRMED
7609674,K03128.01,292.47977,43.227024,21.2360024,2.62,CONFIRMED
4252322,K00396.01,288.75781,39.350571,14.591504451,36.85,FALSE POSITIVE
5475042,K03050.01,298.44647,40.624882,1.242639742,1.02,CONFIRMED
9541295,K03132.01,297.32971,46.136089,0.536650319,1.35,FALSE POSITIVE
4770174,K02971.01,297.39371,39.829041,6.09595681,1.26,CONFIRMED
8949925,K02972.01,290.73447,45.297791,13.2511214,1.98,CONFIRMED
9959492,K03051.01,295.19968,46.832321,11.682369,1.45,CONFIRMED
8827575,K03052.01,295.09027,45.081181,10.12956201,0.78,CONFIRMED
6438099,K02976.01,290.22067,41.868721,21.61313362,1.94,CONFIRMED
3752110,K03142.01,292.80722,38.884232,27.9430245,2.21,CONFIRMED
1717722,K03145.02,290.61798,37.289089,0.977311489,1.06,CONFIRMED
5040077,K03065.01,298.53967,40.183659,0.896382269,1.0,CONFIRMED
7918652,K02984.01,299.707,43.622601,11.45541896,1.12,CONFIRMED
9230021,K03429.04,296.19614,45.634331,44.433726,1.85,CONFIRMED
3230805,K03068.01,290.26028,38.354988,3.91679553,0.85,CONFIRMED
4676964,K03069.01,297.03922,39.785259,43.1024434,1.88,CONFIRMED
4770617,K02243.03,297.47711,39.877239,31.4452709,4.55,CONFIRMED
7609553,K02924.02,292.4404,43.209431,8.85686712,1.88,FALSE POSITIVE
11395587,K00350.01,287.86142,49.264462,12.99065074,2.02,CONFIRMED
8509442,K02992.01,296.73724,44.50148,82.6595174,2.03,CONFIRMED
3219643,K03072.01,286.76147,38.34351,24.3367026,1.95,CONFIRMED
8546542,K03073.01,285.7485,44.632462,7.40985182,1.18,CONFIRMED
8613535,K02263.03,286.97128,44.708302,15.5943758,1.08,CONFIRMED
10122538,K02926.05,283.33606,47.174541,75.731195,3.47,CONFIRMED
11566064,K00353.01,295.21268,49.56218,152.1060435,11.58,CONFIRMED
12256520,K02264.02,290.34851,50.902851,7.25101997,0.91,CONFIRMED
12785320,K00298.02,290.49426,52.055519,57.3840375,1.62,CONFIRMED
10000941,K04146.02,286.81937,46.91169,2.5738437,0.57,CONFIRMED
7106173,K03083.01,287.97885,42.679359,10.18318233,0.79,CONFIRMED
7106173,K03083.02,287.97885,42.679359,6.2321233,0.61,CONFIRMED
7106173,K03083.03,287.97885,42.679359,8.2942929,0.65,CONFIRMED
8265218,K00522.01,301.14789,44.104542,12.82993461,3.31,CONFIRMED
9214713,K00422.01,290.38983,45.665329,809.0141881,14.38,FALSE POSITIVE
9334893,K02298.03,288.45605,45.80212,2.47240869,0.36,CONFIRMED
9119458,K00525.01,300.90778,45.45787,11.53029332,3.98,CONFIRMED
12406807,K03091.02,290.88831,51.248169,7.9069765,1.13,CONFIRMED
4548011,K04288.04,287.37125,39.603569,13.9509565,0.75,CONFIRMED
10016874,K00426.01,294.02298,46.99955,16.30141333,3.84,CONFIRMED
10395543,K00531.01,287.69119,47.546902,3.687469832,5.78,CONFIRMED
7429287,K04260.04,286.39584,43.075821,84.799829,1.16,CONFIRMED
