kepid,kepoi_name,koi_disposition,koi_period,koi_time0bk,koi_time0,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff1,koi_ldm_coeff2,koi_parm_prov,koi_period_err1,koi_period_err2,koi_time0bk_err1,koi_time0bk_err2,koi_impact_err1,koi_impact_err2,koi_duration_err1,koi_duration_err2,koi_depth_err1,koi_depth_err2,koi_ror_err1,koi_ror_err2,koi_srho_err1,koi_srho_err2,koi_prad_err1,koi_prad_err2,koi_dor_err1,koi_dor_err2,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sparprov,koi_steff_err1,koi_steff_err2,koi_slogg_err1,koi_slogg_err2,koi_smet_err1,koi_smet_err2,koi_srad_err1,koi_srad_err2,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,ra_err,dec_err,koi_kepmag_err,koi_gmag_err,koi_rmag_err,koi_imag_err,koi_zmag_err,koi_jmag_err,koi_hmag_err,koi_kmag_err,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_fwm_stat_sig,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
9757613,K00250.03,CONFIRMED,3.543919702,136.26075,2454969.261,0.022,1.8717,507.0,0.020559,4.85351,LS+MCMC,1.21,0.037,89.91,652.0,42.68,14.77,0.5081,0.2238,q1_q17_dr25_koi,4.494e-06,-4.494e-06,0.00107,-0.00107,0.267,-0.022,0.0285,-0.0285,14.7,-14.7,0.000546,-0.000211,0.60121,-0.50131,0.06,-0.1,1.8,-1.8,4.2093735,22.25087,38.2,4,360.0,3879.0,4.708,-0.12,0.537,0.537,q1_q17_dr25_stellar,77.0,-85.0,0.045,-0.021,0.15,-0.15,0.03,-0.041,0.037,-0.033,284.94098,46.56654,15.473,16.84,15.434,14.887,14.601,13.408,12.746,12.63,0.0,0.0,,,,,,0.027,0.023,0.025,18.996069,46.56645,0.1,-0.33,0.00024,1e-05,0.185,0.12,0.11,0.17,0.33,-0.08,0.34
8247770,K02569.01,CANDIDATE,8.28157072,136.25775,2454969.258,0.042,3.1,139.2,0.010655,2.41624,LS+MCMC,1.37,0.0795,89.88,956.0,197.82,20.61,0.4191,0.2555,q1_q17_dr25_koi,7.341e-05,-7.341e-05,0.00647,-0.00647,0.407,-0.042,0.216,-0.216,12.6,-12.6,0.000702,-0.000505,0.19104,-1.17936,0.21,-0.21,1.6,-1.6,3.8739314,11.9206705,12.9,1,158.0,5640.0,4.288,0.16,1.175,0.976,q1_q17_dr25_stellar,76.0,-76.0,0.143,-0.104,0.15,-0.15,0.179,-0.179,0.065,-0.058,296.603,44.14082,14.273,14.83,14.199,14.034,13.942,13.002,12.643,12.572,0.0,0.0,,,,,,0.022,0.026,0.024,19.773549,44.14086,0.57,0.15,0.00027,0.000129,0.0,-0.4,-0.25,0.47,2.59,1.17,2.84
6867588,K02571.01,CANDIDATE,0.82628442,132.26993,2454965.27,0.28,0.9603,134.9,0.010598,7.31113,LS+MCMC,0.96,0.0166,87.5,1629.0,1654.69,6.414,0.5256,0.186,q1_q17_dr25_koi,1.441e-06,-1.441e-06,0.00148,-0.00148,0.186,-0.28,0.0532,-0.0532,6.4,-6.4,0.000298,-0.00054,0.68358,-3.51576,0.07,-0.05,0.6,-0.6,3.8428228,13.201293,25.6,1,1620.0,5218.0,4.548,0.16,0.829,0.886,q1_q17_dr25_stellar,73.0,-83.0,0.025,-0.07,0.15,-0.15,0.063,-0.04,0.036,-0.054,293.13705,42.350479,14.434,15.108,14.359,14.146,14.032,13.061,12.556,12.532,0.0,0.0,,,,,,0.021,0.022,0.028,19.542474,42.35086,0.19,1.38,-2.6e-05,-0.00014,0.0,0.24,-0.14,0.28,0.15,-0.28,0.32
7501646,K02572.01,CANDIDATE,6.37705295,136.91384,2454969.914,0.234,1.949,502.8,0.02038,7.11987,LS+MCMC,2.15,0.0691,89.46,935.0,180.66,24.83,0.4282,0.2514,q1_q17_dr25_koi,3.206e-05,-3.206e-05,0.00453,-0.00453,0.243,-0.234,0.147,-0.147,33.8,-33.8,0.000962,-0.001093,0.96726,-3.786,0.52,-0.21,3.4,-3.4,4.101644,15.772048,17.9,1,181.0,5672.0,4.503,0.36,0.965,1.08,q1_q17_dr25_stellar,160.0,-200.0,0.044,-0.176,0.1,-0.3,0.233,-0.093,0.089,-0.133,281.59235,43.177879,15.522,16.063,15.387,15.29,15.22,14.273,13.93,13.876,0.0,0.0,,,,,,0.027,0.026,0.044,18.772853,43.17797,1.14,0.33,0.00056,-0.00011,0.008,0.2,0.66,0.7,0.25,0.02,0.25
11962284,K02647.01,CONFIRMED,8.83929462,135.54125,2454968.541,0.924,1.719,316.2,0.020396,1.18866,LS+MCMC,1.94,0.0795,86.88,778.0,86.5,17.0,0.5086,0.1959,q1_q17_dr25_koi,4.929e-05,-4.929e-05,0.00471,-0.00471,0.018,-0.709,0.117,-0.117,25.8,-25.8,0.000366,-0.004828,19.10052,-0.61581,0.35,-0.21,8.3,-8.3,4.6469154,12.429709,14.8,1,148.0,5330.0,4.491,0.04,0.87,0.855,q1_q17_dr25_stellar,159.0,-159.0,0.074,-0.126,0.25,-0.3,0.157,-0.092,0.09,-0.074,290.98923,50.30806,15.102,15.757,15.027,14.821,14.691,13.657,13.267,13.151,0.0,0.0,,,,,,0.022,0.037,0.028,19.399293,50.30754,0.4,-1.9,-9e-05,0.00052,0.008,-0.14,0.01,0.14,-0.15,0.04,0.16
2573056,K02648.01,FALSE POSITIVE,0.631795416,132.53963,2454965.54,0.433,1.0703,145.2,0.011358,3.45722,LS+MCMC,1.88,0.0155,84.05,2797.0,14547.08,4.18,0.2951,0.3132,q1_q17_dr25_koi,1.293e-06,-1.293e-06,0.0017,-0.0017,0.026,-0.433,0.071,-0.071,7.9,-7.9,0.000282,-0.000559,1.58649,-1.004,0.34,-0.33,1.9,-1.9,4.4641733,14.677425,24.7,1,1049.0,6414.0,4.173,-0.04,1.519,1.256,q1_q17_dr25_stellar,70.0,-83.0,0.143,-0.117,0.15,-0.15,0.27,-0.27,0.092,-0.127,290.84714,37.864052,14.676,15.021,14.646,14.528,14.478,13.639,13.331,13.323,0.0,0.0,,,,,,0.024,0.025,0.028,19.390017,37.86542,8.8,4.92,-0.001264,-0.000733,0.0,4.46,3.05,5.4,4.43,3.04,5.38
6842682,K02649.01,CONFIRMED,7.56126152,135.6368,2454968.637,0.253,2.851,180.6,0.012323,2.59645,LS+MCMC,1.2,0.0751,89.27,891.0,149.17,19.87,0.3928,0.2676,q1_q17_dr25_koi,4.257e-05,-4.257e-05,0.00492,-0.00492,0.193,-0.253,0.159,-0.159,13.5,-13.5,0.000642,-0.000499,0.61666,-1.00993,0.34,-0.11,4.7,-4.7,3.8182704,13.309786,15.7,1,136.0,5853.0,4.529,-0.1,0.895,0.99,q1_q17_dr25_stellar,146.0,-175.0,0.048,-0.192,0.25,-0.3,0.246,-0.082,0.104,-0.127,284.28714,42.35561,14.64,15.121,14.577,14.434,14.354,13.451,13.119,13.086,0.0,0.0,,,,,,0.022,0.021,0.034,18.9525,42.35597,0.95,1.3,-0.00018,-0.00022,0.024,0.47,0.24,0.53,0.48,0.24,0.54
8890150,K02650.01,CONFIRMED,34.9897847,144.20912,2454977.209,0.034,4.208,498.5,0.020074,4.19621,LS+MCMC,1.14,0.1691,89.97,292.0,1.71,64.76,0.4224,0.3037,q1_q17_dr25_koi,0.0003803,-0.0003803,0.0097,-0.0097,0.422,-0.034,0.235,-0.235,47.2,-47.2,0.001455,-0.000907,0.4019,-1.99882,0.07,-0.1,6.2,-6.2,3.8563123,10.0909195,11.5,2,40.0,3765.0,4.725,0.02,0.521,0.526,q1_q17_dr25_stellar,75.0,-83.0,0.049,-0.021,0.15,-0.15,0.029,-0.047,0.035,-0.042,293.51108,45.136589,15.987,17.431,16.016,15.369,15.039,13.818,13.131,12.948,0.0,0.0,,,,,,0.022,0.027,0.029,19.56743,45.13639,0.91,-0.7,-0.00045,0.00046,0.216,0.19,-0.5,0.53,0.39,-0.26,0.47
8890150,K02650.02,CONFIRMED,7.05429483,136.18961,2454969.19,0.48,1.716,359.3,0.017602,8.50958,LS+MCMC,1.0,0.0581,89.02,497.0,14.46,28.2,0.4224,0.3037,q1_q17_dr25_koi,4.132e-05,-4.132e-05,0.00519,-0.00519,0.048,-0.417,0.171,-0.171,39.2,-39.2,0.000857,-0.001446,6.79852,-8.31886,0.06,-0.09,11.3,-11.3,4.2942157,8.993365,11.2,2,188.0,3765.0,4.725,0.02,0.521,0.526,q1_q17_dr25_stellar,75.0,-83.0,0.049,-0.021,0.15,-0.15,0.029,-0.047,0.035,-0.042,293.51108,45.136589,15.987,17.431,16.016,15.369,15.039,13.818,13.131,12.948,0.0,0.0,,,,,,0.022,0.027,0.029,19.567443,45.13633,1.4,-0.9,-0.00045,0.00034,0.162,0.94,-1.17,1.5,1.14,-1.0,1.52
8838950,K02421.01,CANDIDATE,2.27050106,133.54216,2454966.542,0.473,1.903,106.7,0.009599,1.99423,LS+MCMC,0.55,0.0275,86.68,903.0,157.05,8.16,0.4228,0.2745,q1_q17_dr25_koi,1.155e-05,-1.155e-05,0.00416,-0.00416,0.465,-0.262,0.111,-0.111,7.6,-7.6,0.000262,-0.000637,1.18865,-0.38104,0.03,-0.03,2.4,-2.4,3.4360602,13.089503,15.9,2,586.0,4671.0,4.721,-1.3,0.528,0.534,q1_q17_dr25_stellar,139.0,-153.0,0.048,-0.028,0.3,-0.3,0.028,-0.034,0.036,-0.022,298.41931,45.071442,14.363,15.168,14.347,14.017,13.849,12.855,12.332,12.264,0.0,0.0,,,,,,0.025,0.022,0.023,19.894637,45.07155,0.64,0.4,-6.7e-05,-4.6e-05,0.361,0.36,0.77,0.85,0.32,0.7,0.77
11360805,K02422.01,CONFIRMED,26.7838935,140.75396,2454973.754,0.036,4.584,365.3,0.017057,2.46309,LS+MCMC,1.59,0.1673,89.95,523.0,17.69,45.37,0.5167,0.1914,q1_q17_dr25_koi,0.0001582,-0.0001582,0.00522,-0.00522,0.442,-0.036,0.16,-0.16,19.4,-19.4,0.001005,-0.000464,0.17394,-1.12186,0.12,-0.08,3.2,-3.2,5.2964435,18.662968,20.9,2,50.0,5242.0,4.512,0.14,0.856,0.869,q1_q17_dr25_stellar,84.0,-73.0,0.05,-0.061,0.15,-0.15,0.063,-0.046,0.046,-0.041,296.55005,49.102322,14.803,15.426,14.729,14.536,14.402,13.451,13.087,12.965,0.0,0.0,,,,,,0.025,0.032,0.024,19.770056,49.1026,1.88,1.01,-0.00059,-0.00029,0.002,0.84,0.03,0.84,0.93,0.07,0.93
9845898,K02423.01,CONFIRMED,45.126216,165.42066,2454998.421,0.49,6.656,373.1,0.018205,0.91754,LS+MCMC,2.32,0.263,89.39,604.0,31.54,46.2,0.2947,0.3103,q1_q17_dr25_koi,0.0004995,-0.0004995,0.00907,-0.00907,0.017,-0.456,0.266,-0.266,25.1,-25.1,0.000491,-0.001055,0.67666,-0.09155,0.76,-0.25,17.0,-17.0,6.129062,16.393923,17.1,1,22.0,6499.0,4.378,-0.1,1.169,1.191,q1_q17_dr25_stellar,174.0,-232.0,0.067,-0.202,0.25,-0.3,0.382,-0.127,0.164,-0.164,297.37509,46.662209,14.689,15.049,14.63,14.535,14.489,13.594,13.316,13.258,0.0,0.0,,,,,,0.048,0.052,0.034,19.825027,46.66194,0.74,-0.97,0.00041,9e-05,0.044,-0.49,-0.4,0.6,0.11,-0.7,0.7
12453581,K02424.01,CONFIRMED,11.94019101,136.55603,2454969.556,0.348,2.866,631.7,0.022753,3.80666,LS+MCMC,1.86,0.096,89.35,625.0,35.99,30.6,0.5746,0.1496,q1_q17_dr25_koi,7.096e-05,-7.096e-05,0.00483,-0.00483,0.114,-0.348,0.163,-0.163,45.7,-45.7,0.00099,-0.001376,1.49488,-1.10919,0.24,-0.12,12.0,-12.0,3.6904318,14.769549,15.6,1,111.0,5073.0,4.607,0.07,0.748,0.856,q1_q17_dr25_stellar,168.0,-152.0,0.024,-0.084,0.25,-0.3,0.098,-0.049,0.048,-0.09,287.52203,51.375858,15.912,16.668,15.827,15.587,15.459,14.354,13.863,13.797,0.0,0.0,,,,,,0.034,0.045,0.046,19.168159,51.37658,0.8,2.6,-0.00074,-0.00086,0.015,0.73,0.15,0.75,0.63,0.35,0.72
11922678,K02425.01,FALSE POSITIVE,3.51295674,133.78198,2454966.782,0.499,3.06,83.1,0.008609,0.70464,LS+MCMC,1.1,0.0461,86.29,1434.0,999.6,7.72,0.2859,0.3124,q1_q17_dr25_koi,2.523e-05,-2.523e-05,0.0071,-0.0071,0.453,-0.274,0.181,-0.181,4.4,-4.4,9.6e-05,-0.000522,0.19508,-0.31904,0.34,-0.16,2.1,-2.1,4.1462407,18.492785,22.5,1,765.0,6453.0,4.326,-0.28,1.17,1.053,q1_q17_dr25_stellar,146.0,-194.0,0.105,-0.195,0.25,-0.3,0.357,-0.165,0.177,-0.103,295.96283,50.24025,13.51,13.843,13.473,13.367,13.363,12.523,12.267,12.303,0.0,0.0,,,,,,0.022,0.019,0.024,19.730981,50.24052,4.37,0.98,-0.000225,-4.1e-05,0.0,2.98,1.22,3.22,2.94,1.35,3.24
11179076,K02497.01,CONFIRMED,48.4313003,141.45612,2454974.456,0.846,4.03,886.4,0.03163,1.285,LS+MCMC,2.78,0.239,89.11,396.0,5.81,54.2,0.582,0.1451,q1_q17_dr25_koi,0.0003548,-0.0003548,0.00592,-0.00592,0.072,-0.594,0.192,-0.192,58.9,-58.9,0.004299,-0.005339,6.12845,-0.95066,0.1,-0.19,25.9,-25.9,4.484472,13.4371195,17.3,1,22.0,4891.0,4.516,0.16,0.805,0.776,q1_q17_dr25_stellar,78.0,-87.0,0.067,-0.018,0.15,-0.15,0.028,-0.056,0.048,-0.028,285.23245,48.806721,15.605,16.339,15.507,15.29,15.127,14.109,13.633,13.558,0.0,0.0,,,,,,0.029,0.036,0.053,19.015469,48.80661,-0.95,-0.39,0.00093,9e-05,0.357,-0.06,0.54,0.54,-0.04,0.37,0.37
5364071,K00248.01,CONFIRMED,7.203855862,170.285731,2455003.286,0.037,2.5418,1765.9,0.038237,4.13698,LS+MCMC,2.25,0.0595,89.9,509.0,15.87,22.473,0.4224,0.3037,q1_q17_dr25_koi,5.921e-06,-5.921e-06,0.000652,-0.000652,0.259,-0.037,0.0226,-0.0226,19.2,-19.2,0.000503,-0.000231,0.10712,-0.61285,0.13,-0.17,0.582,-0.582,11.845864,82.67765,101.1,4,186.0,3834.0,4.708,-0.02,0.539,0.541,q1_q17_dr25_stellar,77.0,-84.0,0.045,-0.021,0.15,-0.15,0.03,-0.041,0.037,-0.037,292.29459,40.591789,15.264,16.628,15.264,14.68,14.342,13.184,12.487,12.383,0.0,0.0,,,,,,0.021,0.023,0.023,19.4862946,40.591778,-0.47,-0.04,0.00029,1e-05,0.152,-0.1,0.08,0.13,-0.218,0.07,0.23
5959719,K02498.01,CONFIRMED,6.73808701,133.32953,2454966.33,0.148,2.591,92.9,0.008644,3.24733,LS+MCMC,0.73,0.0647,89.57,786.0,90.19,19.83,0.4966,0.2043,q1_q17_dr25_koi,4.473e-05,-4.473e-05,0.0058,-0.0058,0.321,-0.148,0.158,-0.158,7.5,-7.5,0.000605,-0.000326,0.5358,-1.48562,0.04,-0.04,3.3,-3.3,5.2868323,12.782846,14.4,2,199.0,5168.0,4.566,-0.12,0.769,0.793,q1_q17_dr25_stellar,102.0,-102.0,0.036,-0.048,0.15,-0.15,0.049,-0.04,0.045,-0.045,291.62878,41.208599,13.942,14.559,13.907,13.678,13.572,12.584,12.194,12.075,0.0,0.0,,,,,,0.021,0.018,0.023,19.441879,41.20923,-1.56,2.27,0.000147,-0.000137,0.0,-0.12,0.52,0.53,0.01,0.99,0.99
5544903,K02499.01,FALSE POSITIVE,7.57571414,138.2166,2454971.217,0.413,2.357,418.5,0.019126,3.95146,LS+MCMC,2.45,0.0812,88.97,1075.0,315.8,22.89,0.2998,0.3138,q1_q17_dr25_koi,6.59e-05,-6.59e-05,0.0101,-0.0101,0.053,-0.408,0.335,-0.335,49.3,-49.3,0.001752,-0.000971,6.03942,-2.30716,0.82,-0.28,8.7,-8.7,3.4927707,11.577439,12.8,1,68.0,6418.0,4.395,0.07,1.171,1.241,q1_q17_dr25_stellar,179.0,-268.0,0.056,-0.21,0.25,-0.3,0.396,-0.132,0.162,-0.18,295.0174,40.728001,15.614,16.056,15.563,15.425,15.362,14.493,14.267,14.047,0.0,0.0,,,,,,0.029,0.043,0.059,19.668023,40.73101,8.0,10.8,-0.00317,-0.00436,0.0,3.3,4.15,5.3,3.34,4.073,5.27
5542983,K02501.01,FALSE POSITIVE,4.76887671,132.09888,2454965.099,0.654,1.672,115.8,0.01042,3.95114,LS+MCMC,2.11,0.0565,87.77,1532.0,1303.61,16.81,0.3354,0.2949,q1_q17_dr25_koi,1.934e-05,-1.934e-05,0.00331,-0.00331,0.027,-0.493,0.115,-0.115,7.3,-7.3,0.002499,-0.000534,6.10002,-0.19283,0.39,-0.67,6.5,-6.5,3.3778718,16.127527,20.0,1,225.0,6063.0,3.926,-0.36,1.855,1.058,q1_q17_dr25_stellar,163.0,-163.0,0.308,-0.103,0.35,-0.25,0.344,-0.59,0.176,-0.176,294.50977,40.726452,13.388,13.803,13.344,13.21,13.165,12.304,11.99,11.922,0.0,0.0,,,,,,0.021,0.031,0.03,19.634024,40.72835,1.65,6.84,-0.000188,-0.000775,0.0,1.83,4.65,5.0,1.81,4.67,5.01
8256453,K02573.01,FALSE POSITIVE,1.347512632,132.127858,2454965.128,1.252,1.9817,2651.8,0.313479,0.1485,LS+MCMC,23.45,0.0208,58.91,1346.0,775.18,2.42,0.3888,0.2787,q1_q17_dr25_koi,1.114e-06,-1.114e-06,0.000724,-0.000724,5.907,-0.034,0.03,-0.03,34.5,-34.5,5.881513,-0.031322,5.6162,-0.00424,2.46,-2.47,1.2,-1.2,6.1393433,44.80835,88.7,1,841.0,5316.0,4.585,-0.78,0.685,0.658,q1_q17_dr25_stellar,186.0,-186.0,0.083,-0.053,0.3,-0.3,0.072,-0.072,0.077,-0.033,298.77756,44.119942,15.894,16.59,15.89,15.596,15.411,14.417,13.977,13.792,0.0,0.0,,,,,,0.036,0.041,0.038,19.9185187,44.120013,0.6,0.26,-0.00081,-0.00078,0.0,0.059,0.005,0.059,0.106,-0.084,0.135
9474493,K02574.01,FALSE POSITIVE,0.512581697,132.80609,2454965.806,0.283,1.5789,259.1,0.01472,1.12463,LS+MCMC,1.32,0.0122,83.5,2009.0,3827.79,2.5,0.4415,0.2396,q1_q17_dr25_koi,8.08e-07,-8.08e-07,0.0013,-0.0013,0.196,-0.283,0.0454,-0.0454,7.1,-7.1,0.000456,-0.000347,0.2523,-0.28184,0.28,-0.11,0.561,-0.561,3.840631,21.799551,45.2,1,2606.0,5547.0,4.571,-0.1,0.82,0.918,q1_q17_dr25_stellar,149.0,-166.0,0.034,-0.136,0.3,-0.3,0.176,-0.07,0.083,-0.111,295.46658,46.012402,15.338,15.912,15.285,15.093,15.017,14.117,13.654,13.59,0.0,0.0,,,,,,0.025,0.027,0.039,19.697806,46.01464,1.26,8.05,-0.000378,-0.001187,0.0,-2.346,7.241,7.611,-2.436,7.253,7.651
4551663,K02576.01,FALSE POSITIVE,12.07760884,140.46287,2454973.463,0.264,2.233,151.0,0.011165,8.51053,LS+MCMC,1.03,0.0945,89.62,708.0,59.51,40.3,0.49,0.2075,q1_q17_dr25_koi,8.498e-05,-8.498e-05,0.00562,-0.00562,0.193,-0.264,0.198,-0.198,13.2,-13.2,0.000587,-0.000659,2.28251,-4.85912,0.17,-0.14,10.8,-10.8,4.2975254,13.973922,14.0,1,109.0,5370.0,4.471,-0.24,0.845,0.771,q1_q17_dr25_stellar,159.0,-143.0,0.115,-0.127,0.3,-0.3,0.138,-0.113,0.113,-0.061,288.77112,39.66798,14.166,14.773,14.104,13.906,13.807,12.811,12.339,12.292,0.0,0.0,,,,,,0.021,0.022,0.022,19.251264,39.66716,-5.97,-2.95,0.00096,0.00045,0.0,-3.26,-1.91,3.78,-3.48,-2.11,4.07
12257999,K02577.01,CANDIDATE,18.55581565,132.07105,2454965.071,0.073,5.372,565.9,0.021575,1.06884,LS+MCMC,20.83,0.1919,89.84,1793.0,2442.24,26.895,0.3651,0.2994,q1_q17_dr25_koi,8.276e-05,-8.276e-05,0.00383,-0.00383,0.368,-0.073,0.115,-0.115,19.5,-19.5,0.000775,-0.000462,0.02437,-0.41933,3.51,-7.62,0.613,-0.613,5.2022886,20.960503,33.2,1,73.0,5988.0,2.982,0.56,8.841,2.734,q1_q17_dr25_stellar,335.0,-503.0,0.273,-0.117,0.05,-0.15,1.492,-3.232,0.212,-0.593,291.28772,50.909149,13.506,13.723,13.434,13.382,13.389,12.594,12.388,12.367,0.0,0.0,,,,,,0.021,0.018,0.023,19.4191827,50.909119,0.07,-0.11,-4.2e-05,4e-05,0.643,0.06,0.08,0.1,0.0,0.01,0.01
6922203,K02578.01,CANDIDATE,13.33094869,133.78632,2454966.786,1.199,1.426,725.6,0.228694,0.76484,LS+MCMC,25.95,0.1092,86.44,815.0,104.37,19.3,0.3447,0.2916,q1_q17_dr25_koi,3.699e-05,-3.699e-05,0.00228,-0.00228,6.947,-0.324,0.133,-0.133,52.0,-52.0,6.936839,-0.316414,8.02669,-0.38564,7.54,-3.47,9.6,-9.6,4.434977,15.548629,17.1,1,103.0,5991.0,4.394,-0.18,1.039,0.976,q1_q17_dr25_stellar,161.0,-179.0,0.105,-0.195,0.3,-0.3,0.302,-0.139,0.145,-0.109,281.26013,42.40329,14.847,15.313,14.794,14.647,14.592,13.595,13.287,13.247,0.0,0.0,,,,,,0.025,0.023,0.03,18.750675,42.40339,-0.04,0.36,-0.00065,-0.00045,0.043,0.24,0.22,0.32,0.26,0.36,0.44
11752908,K02651.01,FALSE POSITIVE,6.38315744,132.30539,2454965.305,0.029,1.7075,1112.6,0.030114,11.81411,LS+MCMC,2.35,0.062,89.94,787.0,91.0,29.41,0.4767,0.2175,q1_q17_dr25_koi,2.353e-05,-2.353e-05,0.00338,-0.00338,0.426,-0.029,0.0773,-0.0773,56.1,-56.1,0.001479,-0.000798,1.24707,-4.59515,0.37,-0.2,3.1,-3.1,5.674467,17.614754,23.8,1,138.0,5262.0,4.623,-0.34,0.714,0.786,q1_q17_dr25_stellar,184.0,-184.0,0.032,-0.091,0.3,-0.3,0.114,-0.061,0.076,-0.084,285.57492,49.960892,15.554,16.205,15.498,15.275,15.105,14.123,13.72,13.66,0.0,0.0,,,,,,0.026,0.042,0.047,19.0382818,49.961929,-1.58,3.74,0.00068,-0.00184,0.0,-0.09,0.97,0.97,-1.76,4.694,5.013
7021681,K00255.01,CONFIRMED,27.52194772,189.824523,2455022.825,0.35,4.047,2312.8,0.044275,3.33633,LS+MCMC,2.47,0.1445,89.61,314.0,2.28,51.1,0.4224,0.3037,q1_q17_dr25_koi,3.058e-05,-3.058e-05,0.000808,-0.000808,0.052,-0.35,0.0415,-0.0415,24.1,-24.1,0.000316,-0.000887,0.81525,-0.39568,0.17,-0.21,12.5,-12.5,17.74914,84.951836,106.5,3,49.0,3780.0,4.746,-0.02,0.511,0.531,q1_q17_dr25_stellar,76.0,-83.0,0.042,-0.031,0.15,-0.15,0.036,-0.043,0.034,-0.042,287.85812,42.542629,15.108,16.484,15.193,14.519,14.143,12.912,12.236,12.08,0.0,0.0,,,,,,0.026,0.022,0.018,19.1905376,42.542789,-0.12,0.57,0.00031,0.00053,0.002,0.162,-0.27,0.32,-0.225,0.272,0.353
4346178,K02652.01,CONFIRMED,16.1289679,143.75518,2454976.755,0.968,6.271,389.0,0.024747,0.02158,LS+MCMC,2.94,0.1202,81.65,715.0,61.87,6.67,0.4695,0.224,q1_q17_dr25_koi,0.0001552,-0.0001552,0.00746,-0.00746,0.046,-0.684,0.366,-0.366,21.1,-21.1,0.001569,-0.006861,1.14613,-0.04636,0.61,-0.5,3.3,-3.3,4.422884,16.902508,21.3,1,86.0,5392.0,4.314,0.18,1.087,0.888,q1_q17_dr25_stellar,80.0,-80.0,0.165,-0.15,0.15,-0.1,0.227,-0.185,0.061,-0.035,285.27643,39.446911,15.022,15.697,14.982,14.733,14.591,13.604,13.157,13.054,0.0,0.0,,,,,,0.028,0.036,0.032,19.018388,39.44713,-1.68,0.8,0.00022,-0.00033,0.036,-0.15,0.06,0.16,-0.36,-0.16,0.39
9664142,K02654.01,CONFIRMED,13.5631157,140.65364,2454973.654,0.704,5.438,336.4,0.017929,0.28446,LS+MCMC,1.75,0.1109,87.13,733.0,68.41,14.04,0.3928,0.2676,q1_q17_dr25_koi,0.0001434,-0.0001434,0.0078,-0.0078,0.005,-0.524,0.23,-0.23,25.2,-25.2,0.003638,-0.001376,0.4553,-0.24518,0.51,-0.17,5.6,-5.6,3.9537559,13.206011,15.4,1,79.0,5853.0,4.529,-0.1,0.895,0.99,q1_q17_dr25_stellar,157.0,-192.0,0.048,-0.192,0.3,-0.3,0.26,-0.087,0.104,-0.127,297.33945,46.347252,15.785,16.327,15.724,15.552,15.435,14.493,14.101,14.104,0.0,0.0,,,,,,0.028,0.03,0.058,19.822602,46.3469,-1.0,-1.3,0.00031,0.00042,0.039,-0.11,0.12,0.16,-0.05,0.21,0.22
10018233,K02655.01,CONFIRMED,16.2959916,133.90784,2454966.908,0.213,2.116,369.6,0.0174,14.28447,LS+MCMC,1.83,0.123,89.79,678.0,49.81,58.5,0.4695,0.224,q1_q17_dr25_koi,7.703e-05,-7.703e-05,0.00375,-0.00375,0.244,-0.213,0.128,-0.128,28.0,-28.0,0.001049,-0.000707,3.12433,-6.25994,0.21,-0.17,12.8,-12.8,6.1217804,14.116614,15.7,1,81.0,5495.0,4.442,0.16,0.961,0.932,q1_q17_dr25_stellar,74.0,-82.0,0.072,-0.099,0.15,-0.15,0.115,-0.086,0.052,-0.047,294.47833,46.945862,15.243,15.739,15.177,15.031,14.944,14.052,13.688,13.631,0.0,0.0,,,,,,0.029,0.031,0.046,19.631914,46.94572,0.91,-0.5,-0.00029,0.00016,0.377,-0.08,-0.29,0.3,0.03,-0.26,0.26
8081899,K02426.01,CONFIRMED,4.16056658,132.27418,2454965.274,0.069,2.61,75.8,0.007855,2.01253,LS+MCMC,0.7,0.0491,89.68,985.0,222.54,12.26,0.4415,0.2396,q1_q17_dr25_koi,2.577e-05,-2.577e-05,0.00482,-0.00482,0.395,-0.069,0.167,-0.167,5.5,-5.5,0.000466,-0.000312,0.20296,-1.04742,0.14,-0.06,1.2,-1.2,4.4362693,14.0594635,16.3,1,328.0,5481.0,4.574,-0.06,0.815,0.914,q1_q17_dr25_stellar,147.0,-147.0,0.032,-0.136,0.3,-0.3,0.163,-0.065,0.073,-0.11,284.90302,43.95396,13.889,14.428,13.815,13.658,13.574,12.631,12.273,12.199,0.0,0.0,,,,,,0.022,0.019,0.023,18.99352,43.95407,-0.56,0.4,4.9e-05,-9e-06,0.482,0.91,-0.98,1.33,1.03,-0.64,1.21
